Title,paper_ID,Authors & year,Language,Duplicates,,doi
Some effects of variations in other strategy upon game behavior,ENG01640,"McClintock, Gallo & Harrison (1965)",ENG,,,10.1037/h0021807
"Internationalism-isolationism, strategy of the other player, and two-person game behavior",ENG01641,"McClintock, Harrison, Strand, & Gallo (1963)",ENG,,,10.1037/h0042016
Motivational bases of choice in three-choice decomposed games,ENG01642,"McClintock, Messick, Kuhleman, & Campos (1973)",ENG,,,10.1016/0022-1031(73)90039-5
"Sociometric Choice, Visual Presence, and Game-Playing Behavior",ENG01643,"McClintock, Nuttin, & McNeel (1970)",ENG,,,10.1002/bs.3830150203
Uncovering and Overcoming Ambivalence: The Role of Chronic and Contextually Activated Attachment in Two-Person Social Dilemmas,ENG01644,"McClure, Bartz & Lydon (2013)",ENG,,,10.1111/j.1467-6494.2012.00788.x
Responses to conflict and cooperation in adolescents with anxiety and mood disorders,ENG01645,"McClure, Parrish, Nelson, Easter, Thorne, Rilling, Ernst & Pine (2007)",ENG,,,10.1007/s10802-007-9113-8
Effects of situational variables on the interpersonal behavior of families with an aggressive adolescent,ENG01646,"McColloch, Gilbert, & Johnson (1990)",ENG,,,10.1016/0191-8869(90)90162-K
Framing in Resource Dilemmas: Loss Aversion and the Moderating Effects of Sanctions,ENG01647,McCusker & Carnevale (1995),ENG,,,10.1006/obhd.1995.1015
Management dilemmas and decisions: Impact of framing and anticipated responses,ENG01648,McDaniel & Sistrunk (1991),ENG,,,10.1177/0022002791035001002
Individual-group discontinuity in group-individual interactions: Does size matter?,ENG01649,"McGlynn, Harding & Cottle (2009)",ENG,,,10.1177/1368430208098781
Reputation in a public goods game: Taking the design of credit bureaus to the lab,ENG01650,"McIntosh, Sadoulet, Buck & Rosada (2013)",ENG,,,10.1016/j.jebo.2012.09.013
Training cooperation in the Prisoner's Dilemma,ENG01651,McNeel (1973),ENG,,,10.1016/0022-1031(73)90070-X
"Attitude similarity, social goals, and cooperation",ENG01652,McNeel & Reid (1975),ENG,,,10.1177/002200277501900409
Effects of sex role in a two-person mixed-motive game,ENG01653,"McNeel, McClintock & Nuttin (1972)",ENG,,,10.1037/h0033726
Cooperation and competitive goals: A social-comparison analysis,ENG01654,"McNeel, Sweeney & Bohlin (1974)",ENG,,,10.2466/pr0.1974.34.3.887
Experimental study of cooperation and competition in West Africa,ENG01655,Meeker (1970),ENG,,,10.1080/00207597008247286
"Cooperative orientation, trust, and reciprocity",ENG01656,Meeker (1984),ENG,,,10.1177/001872678403700304
Trust and in-group favoritism in a culture of crime,ENG01657,"Meier, Pierce, Vaccaro, & La Cara (2016)",ENG,,,10.1016/j.jebo.2016.09.005
Strong ties promote the evolution of cooperation in dynamic networks,ENG01658,Melamed & Simpson (2016),ENG,,,10.1016/j.socnet.2015.11.001
Prosocial orientation alters network dynamics and fosters cooperation,ENG01659,"Melamed, Simpson, & Harrell (2017)",ENG,,,10.1038/s41598-017-00265-x
Imagined contact encourages prosocial behavior towards outgroup members,ENG01660,Meleady & Seger (2017),ENG,,,10.1177/1368430215612225
Simulating Social Dilemmas: Promoting Cooperative Behavior Through Imagined Group Discussion,ENG01661,"Meleady, Hopthrow, & Crisp (2013)",ENG,,,10.1037/a0031233
Reading People's Minds From Emotion Expressions in Interdependent Decision Making,ENG01662,"de Melo, Carnevale, Read, Gratch (2014)",ENG,,,10.1037/e571292013-110
Computer Games and Prosocial Behaviour,ENG01663,Mengel (2014),ENG,,,10.1371/journal.pone.0094099
Strategic behavior in repeated voluntary contribution experiments,ENG01664,Mengel & Peeters (2011),ENG,,,10.1016/j.jpubeco.2010.10.004
Equilibria analysis in social dilemma games with Skinnerian agents,ENG01665,"Merlone, Sandbank & Szidarovsky (2013)",ENG,,,10.1007/s11299-013-0116-6
Genetic Susceptibility for Individual Cooperation Preferences: The Role of Monoamine Oxidase A Gene (MAOA) in the Voluntary Provision of Public Goods,ENG01666,"Mertins, Chote, Hoffeld, Griessmair & Meyer (2011)",ENG,,,10.1371/journal.pone.0020959
Variants of the Monoamine Oxidase A Gene (MAOA) Predict FreeRiding Behavior in Women in a Strategic Public Goods Experiment,ENG01667,"Mertins, Schote & Meyer (2013)",ENG,,,10.1037/a0032877
Equity as a mediator of the effect of reward level on behavior in the prisoner's dilemma game,ENG01668,Messé & Dawson (1973),ENG,,,10.1037/h0034228
Predictions of Others' Responses in a Mixed-Motive Game: Self-Justification or False Consensus?,ENG01669,Messé & Sivacek (1979),ENG,,,10.1037/0022-3514.37.4.602
Nonstructural determinants of behavior in the replicated Prisoner's Dilemma game,ENG01670,"Messé, Bolt, & Sawyer (1971)",ENG,,,10.3758/BF03329105
The problem of free riding in voluntary generic advertising: parallelism and possible solutions from the lab,ENG01671,"Messer, Kaiser & Schulze (2008)",ENG,,,10.1111/j.1467-8276.2007.01114.x
Context Effects in a Negatively Framed Social Dilemma Experiment,ENG01672,"Messer, Suter & Yan (2013)",ENG,,,10.1007/s10640-012-9631-x
New hope for the voluntary contributions mechanism: The effects of context,ENG01673,"Messer, Zarghamee, Kaiser & Schulze (2007)",ENG,,,10.1016/j.jpubeco.2007.08.001
Interdependent decision strategies in zero-sum games: A computer-controlled study,ENG01674,Messick (1967),ENG,,,10.1002/bs.3830120105
Level of analysis and the explanation of the costs and benefits of cooperation,ENG01675,Messick & Liebrand (1997a),ENG,,,10.1207/s15327957pspr0102_2
Individual Heuristics and the Dynamics of Cooperation in Large Groups,ENG01676,Messick & Liebrand (1997b),ENG,,,10.1037/0033-295X.102.1.131
Social traps and temporal traps,ENG01677,Messick & McClelland (1983),ENG,,,10.1177/0146167283091015
Motivational bases of choice in experimental games,ENG01678,Messick & McClintock (1968),ENG,,,10.1016/0022-1031(68)90046-2
Relative gain maximization in experimental games,ENG01679,Messick & Thorngate (1967),ENG,,,10.1016/0022-1031(67)90039-X
Framing and communication effects on group members' responses to environmental and social uncertainty,ENG01680,"Messick, Allison, & Samuelson (1988)",ENG,,,NA
Individual Adaptations and Structural Change as Solutions to Social Dilemmas,ENG01681,"Messick, Wilke, Brewer, Kramer, Zemke & Lui (1983)",ENG,,,10.1037/0022-3514.44.2.294
Concern for the common good in an n-person game,ENG01682,Meux (1973),ENG,,,10.1037/h0035116
Symmetry of reinforcement in social behavior,ENG01683,Meyer (2010),ENG,,,NA
"Effects of prior interaction, contact, strategy, and expectation of meeting on game behavior and sentiment",ENG01684,Michelini (1971),ENG,,,10.1177/002200277101500109
Compliance to threat as a function of knowledge of the sources' prior losses,ENG01685,Michelini (1975),ENG,,,10.3758/BF03337611
Age differences in interpersonal problem solving: Examining interpersonal conflict in an iterated prisoner's dilemma game,ENG01686,Mienaltowski (2009),ENG,,,NA
"Facial likability and smiling enhance cooperation, but have no direct effect on moralistic punishment",ENG01687,"Mieth, Bell, & Buchner (2016b)",ENG,,,10.1027/1618-3169/a000338
Cognitive load does not affect the behavioral and cognitive foundations of social cooperation,ENG01688,"Mieth, Bell, & Buchner (2016a)",ENG,,,10.3389/fpsyg.2016.01312
Effects of gender on costly punishment,ENG01689,"Mieth, Buchner, & Bell (2017)",ENG,,,10.1002/bdm.2012
Communication and Guilt in a Prisoner's Dilemma,ENG01690,Miettinen & Suetens (2008),ENG,,,10.1177/0022002708322325
Altruism toward in-group members as a reputation mechanism,ENG01691,"Mifune, Hashimoto & Yamagishi (2010)",ENG,,,10.1016/j.evolhumbehav.2009.09.004
Procedural preferences in the allocation of jointly produced gains and losses,ENG01692,Mikula & Mueller (1983),ENG,,,10.1080/00224545.1983.9924473
Working memory constrains human cooperation in the Prisoner's Dilemma,ENG01693,Milinski & Wedekind (1998),ENG,,,10.1073/pnas.95.23.13755
Do sticklebacks cooperate repeatedly in reciprocal pairs?,ENG01694,"Milinski, Pfluger, Kiilling, & Kettler (1990)",ENG,,,10.1007/BF00183308
Reputation helps solve the`tragedy of the commons',ENG01695,"Milinski, Semmann & Krambeck (2002)",ENG,,,10.1038/415424a
Stabilizing the Earth's climate is not a losing game: Supporting evidence from public goods experiments,ENG01696,"Milinski, Semmann, Krambeck & Marotzke (2006)",ENG,,,10.1073/pnas.0504902103
The collective-risk social dilemma and the prevention of simulated dangerous climate change,ENG01697,"Milinski, Sommerfeld, Krambeck, Reed, & Marotzke (2008)",ENG,,,10.1073/pnas.0709546105
No play: A means of conflict resolution,ENG01698,Miller (1967),ENG,,,10.1037/h0024598
The Role of Situational Restrictiveness on Self-Fulfilling Prophecies: A Theoretical and Empirical Extension of Kelley and Stahelski'sTriangle Hypothesis,ENG01699,Miller & Holmes (1975),ENG,,,10.1037/h0077081
"Sex, matrix variations, and perceived personality effects in mixed-motive games",ENG01700,Miller & Pyke (1973),ENG,,,10.1177/002200277301700209
Minimal conditions for the creation of a unit relationship: the social bond between birthday mates,ENG01701,"Miller, Downs, & Prentice (1998)",ENG,,,10.1002/(SICI)1099-0992(199805/06)28:3<475::AID-EJSP881>3.0.CO;2-M
Altruistic behavior as a costly signal of general intelligence,ENG01702,Millet & Dewitte (2006a),ENG,,,10.1016/j.jrp.2006.04.002
Second to fourth digit ratio and cooperative behavior,ENG01703,Millet & Dewitte (2006b),ENG,,,10.1016/j.biopsycho.2005.06.001
Implementing punishment and reward in the public goods game: the effect of individual and collective decision rules,ENG01704,"Miltenburg, Buskens, Barrera & Raub (2014)",ENG,,,10.18352/ijc.426
Economic behavior of fishers under climate-related uncertainty: Results from field experiments in Mexico and Colombia,ENG01705,"Mina, Fernández, Ibarra, & Georgantzis (2016)",ENG,,,10.1016/j.fishres.2016.05.020
Motion sickness susceptibility and solution choice in a pragmatic paradox,ENG01706,Mirabile & Glueck (1979),ENG,,,10.1159/000117662
"Spontaneous cooperation for prosocials, but not for proselfs: Social value orientation moderates spontaneous cooperation behavior",ENG01707,Mischkowski & Glöckner (2016),ENG,,,10.1038/srep21555
Triangle effect and the connotative meaning of trust in prisoner's dilemma: A cross cultural study,ENG01708,Misra & Kalro (1979),ENG,,,10.1080/00207597908246736
Does gender matter for demand revelation in threshold publicgoods experiments?,ENG01709,Mitani & Flores (2007),ENG,,,NA
Hypothetical Bias Reconsidered: Payment and Provision Uncertainties in a Threshold Provision Mechanism,ENG01710,Mitani & Flores (2014),ENG,,,10.1007/s10640-013-9741-0
Building trust: Heart rate synchrony and arousal during joint action increased by public goods game,ENG01711,"Mitkidis, McGraw, Roepstorff & Wallot (2015)",ENG,,,10.1016/j.physbeh.2015.05.033
Do not play God: contrasting effects of deontological guilt and pride on decision-making,ENG01712,"Mitkidis, McGraw, Roepstorff, & Wallot (2015)",ENG,,,10.3389/fpsyg.2015.01251
Collective-Goal Ascription Increases Cooperation in Humans,ENG01713,"Mitkidis, Sørensen, Nielbo, Andersen & Lienard (2013)",ENG,,,10.1371/journal.pone.0064776
Enhancing coordination in water management through communication tools: Results from experimental games in Coastal Bangladesh,ENG01714,"Mitra, Buisson, & Bastakoti (2017)",ENG,,,10.18352/ijc.752
"Impact of two types of partner, perceived or actual, in human–human and human–agent interaction",ENG01715,Miwa & Terai (2012),ENG,,,10.1016/j.chb.2012.02.012
Hostage posting as a mechanism for cooperation in the prisoner's dilemma game,ENG01716,Mlicki (1996),ENG,,,10.1007/978-3-642-85261-9_10
Investor home bias and sentiment about the country benefiting from the tax revenue,ENG01717,Moehlmann (2013),ENG,,,10.1016/j.joep.2013.01.008
Effects of a threatener's enforcement costs on threat credibility and compliance,ENG01718,Mogy & Pruitt (1974),ENG,,,10.1037/h0036021
"Not All Prisoner's Dilemma Games Are Equal: Incentives, Social Preferences, and Cooperation",ENG01719,"Moisan, ten Brincke, Murphy, & Gonzalez (2017)",ENG,,,10.1037/dec0000079
Diminished Cooperativeness of Psychopaths in a Prisoner's Dilemma Game Yields Higher Rewards,ENG01720,"Mokros, Menner, Eisenbarth, Alpers, Lange & Osterheider (2008)",ENG,,,10.1037/0021-843X.117.2.406
On the willingness to costly reward cooperation and punish non-cooperation: The moderating role of type of social dilemma,ENG01721,"Molenmaker, De Kwaadsteniet & Van Dijk (2014)",ENG,,,10.1016/j.obhdp.2014.09.005
The impact of personal responsibility on the (un) willingness to punish non-cooperation and reward cooperation,ENG01722,"Molenmaker, de Kwaadsteniet, & van Dijk (2016)",ENG,,,10.1016/j.obhdp.2016.02.004
Gender Differences in Cooperation: Experimental Evidence on High School Students,ENG01723,"Molina, Nadal, Cuesta, Lazaro, Moreno, & Sanchez (2013)",ENG,,,10.1371/journal.pone.0083700
The fragility of cooperation: A false feedback study of a sequential iterated prisoner's dilemma,ENG01724,"Monterosso, Ainslie, Mullen, & Gault (2002)",ENG,,,10.1016/S0167-4870(02)00095-8
The effectiveness of honesty and deceit as influence tactics,ENG01725,"Monteverse, Paschke, & Tedeschi (1974)",ENG,,,10.2307/2786429
Cooperation and competition among aged parents and adult children,ENG01726,Montoro (1995),ENG,,,10.1093/geront/gnv503.02
Dominance-ascendance and behavior in the reiterated Prisoner's Dilemma game,ENG01727,Moore & Mack (1972),ENG,,,10.1016/0001-6918(72)90028-5
"One-play, two-play, five-play, and ten-play runs of Prisoner's Dilemma",ENG01728,Morehous (1966),ENG,,,10.1080/21594937.2017.1334323
Individual memory and the emergence of cooperation,ENG01729,Moreira et al. (2013),ENG,,,10.1016/j.anbehav.2012.10.030
Developing an experimental analysis of metacontingencies: Considerations regarding cooperation in a four-person prisoner's dilemma game,ENG01730,Morford & Cihon (2013),ENG,,,10.5210/bsi.v22i0.4207
Group vs Individual Performance in Mixed-Motive Situations: Exploring an Inconsistency,ENG01731,Morgan & Tindale (2002),ENG,,,10.1006/obhd.2001.2952
Effects of trust and communication on cooperative choice in a two-person prisoner's dilemma game,ENG01732,Mori (1996),ENG,,,10.2130/jjesp.35.324
Social preferences are not enough: accounting for anomalous behaviour in a complex mixed-motive game,ENG01733,"Moro, Freidin & Tohmé (2015)",ENG,,,10.15446/cuad.econ.v34n65.43481
Distinguishing sources of cooperation in the one-round prisoner's dilemma: Evidence for cooperative decisions based on the illusion of control,ENG01734,"Morris, Sim, & Girotto (1998)",ENG,,,10.1006/jesp.1998.1361
The effect of electrical shock and warning on cooperation in a non-zero-sum game,ENG01735,"Morrison, Enzle, Henry, Dunaway, Griffin, Kneisel, & Gimperling (1971)",ENG,,,10.1177/002200277101500110
Defection in the dark? A randomized-response investigation of cooperativeness in social dilemma games,ENG01736,"Moshagen, Hilbig & Musch (2011)",ENG,,,10.1002/ejsp.793
Back to the basics: How feelings of anger affect cooperation,ENG01737,"Motro, Kugler, & Connolly (2016)",ENG,,,10.1108/IJCMA-10-2015-0068
The Effect of Leadership in a Public Bad Experiment,ENG01738,Moxens & Heijden (2003),ENG,,, 10.1177/0022002703258962
Origin of Endowments in Public Good Games: The Impact of Effort on Contributions,ENG01739,Muehlbacher & Kirchler (2009),ENG,,,10.1037/a0015458
The difference between punishments and rewards in fostering moral concerns in social decision making,ENG01740,Mulder (2008),ENG,,,10.1016/j.jesp.2008.06.004
When rules really make a difference: The effect of cooperation rules and self-sacrificing leadership on moral norms in social dilemmas,ENG01741,Mulder & Nelissen (2010),ENG,,,10.1007/s10551-011-0795-z
